;NAME;CORES;CPUMARK;THREAD;TDP;SOCKET;CAT
;Intel Pentium 4 3.00GHz;1;309;528;81.9;PGA478;Desktop
;Intel Pentium 4 3.06GHz;1;249;551;81.8;PGA478;Desktop
;Intel Pentium 4 3.20GHz;1;328;542;82;PGA478;Desktop
;Intel Pentium 4 3.40GHz;1;298;650;89;PGA478;Desktop
;Intel Pentium 4 3.46GHz;1;295;512;110.7;Unknown;Desktop
;Intel Pentium 4 3.60GHz;1;315;447;115;Unknown;Desktop
;Intel Pentium 4 3.73GHz;1;385;572;115;Unknown;Desktop
;Intel Pentium 4 3.80GHz;1;356;674;65;Unknown;Desktop
;Intel Pentium 4 3.83GHz;1;154;237;NA;Unknown;Desktop
;Intel Pentium 4 Mobile 1.60GHz;1;116;254;NA;Unknown;Laptop
;Intel Pentium 4 Mobile 1.80GHz;1;114;195;NA;Unknown;Laptop
;Intel Pentium 4 Mobile 1.90GHz;1;136;282;NA;Unknown;Laptop
;Intel Pentium 4 Mobile 2.00GHz;1;132;310;NA;Unknown;Laptop
;Intel Pentium 4405U;2;2112;1199;15;FCBGA1356;Laptop
;Intel Pentium 4405Y;2;1526;886;6;FCBGA1515;Laptop
;Intel Pentium 4410Y;2;1424;787;6;FCBGA1515;Laptop
;Intel Pentium 4415U;2;2249;1284;15;BGA1356;Laptop
;Intel Pentium 4415Y;2;1576;855;6;FCBGA1515;Laptop
;Intel Pentium 4417U;2;2254;1302;15;FCBGA1356;Laptop
;Intel Pentium 4425Y;2;1688;947;6;FCBGA1515;Laptop
;Intel Pentium 5405U;2;2242;1291;15;FCBGA1528;Laptop
;Intel Pentium 6405U;2;2356;1361;15;FCBGA1528;Laptop
;Intel Pentium 6805;2;4424;1834;15;FCBGA1526;Laptop
;Intel Pentium 957;2;622;574;17;FCBGA1023;Laptop
;Intel Pentium 967;2;643;616;17;FCBGA1023;Laptop
;Intel Pentium 987;2;696;645;17;FCBGA1023;Laptop
;Intel Pentium 997;2;809;746;17;BGA-1023;Desktop
;Intel Pentium A1018;2;1210;1085;35;FCPGA988;Laptop
;Intel Pentium A1020;4;1249;726;10;FCBGA1170;Laptop
;Intel Pentium B940;2;882;860;35;PGA988;Laptop
;Intel Pentium B950;2;1022;950;35;PGA988;Laptop
;Intel Pentium B960;2;1005;976;35;PGA988;Laptop
;Intel Pentium B970;2;1087;1017;35;PGA988;Laptop
;Intel Pentium B980;2;1088;1043;35;FCPGA988;Laptop
;Intel Pentium D 3.40GHz;2;782;739;NA;Unknown;Desktop
;Intel Pentium D 805;2;374;497;95;PLGA775;Desktop
;Intel Pentium D 830;2;572;577;95;PLGA775;Desktop
;Intel Pentium D 915;2;459;532;95;PLGA775;Desktop
;Intel Pentium D 940;2;552;609;130;PLGA775;Desktop
;Intel Pentium D 950;2;681;695;130;PLGA775;Desktop
;Intel Pentium D 960;2;818;769;130;PLGA775;Desktop
;Intel Pentium D1508;2;3240;1760;25;FCBGA1667;Server
;Intel Pentium Dual T2390;2;745;712;35;PPGA478;Laptop
;Intel Pentium E2140;2;547;590;65;LGA775, PLGA775;Desktop
;Intel Pentium E2160;2;659;683;65;LGA775;Desktop
;Intel Pentium E2180;2;680;736;65;LGA775;Desktop
;Intel Pentium E2200;2;745;818;65;LGA775;Desktop
;Intel Pentium E2210;2;702;946;65;LGA775;Desktop
;Intel Pentium E2220;2;855;914;65;LGA775;Desktop
;Intel Pentium E5200;2;932;998;65;LGA775;Desktop
;Intel Pentium E5300;2;927;1027;65;LGA775;Desktop
;Intel Pentium E5400;2;995;1084;65;LGA775;Desktop
;Intel Pentium E5500;2;1055;1141;65;LGA775;Desktop
;Intel Pentium E5700;2;1088;1188;65;LGA775;Desktop
;Intel Pentium E5800;2;1182;1277;65;LGA775;Desktop
;Intel Pentium E6300;2;1032;1143;65;LGA775;Desktop
;Intel Pentium E6500;2;1176;1238;65;LGA775;Desktop
;Intel Pentium E6600;2;1173;1223;65;LGA775;Desktop
;Intel Pentium E6700;2;1215;1313;65;LGA775;Desktop
;Intel Pentium E6800;2;1155;1304;65;LGA775;Desktop
;Intel Pentium Extreme Edition 955;2;469;515;130;PLGA775;Desktop
;Intel Pentium Extreme Edition 965;2;987;818;130;PLGA775;Desktop
;Intel Pentium G2010;2;1624;1505;55;FCLGA1155;Desktop
;Intel Pentium G2020;2;1696;1556;55;FCLGA1155;Desktop
;Intel Pentium G2020T;2;1430;1298;35;FCLGA1155;Desktop
;Intel Pentium G2030;2;1765;1612;55;FCLGA1155;Desktop
;Intel Pentium G2030T;2;1597;1441;35;LGA1155;Desktop
;Intel Pentium G2100T;2;1691;1460;35;LGA1155;Desktop
;Intel Pentium G2120;2;1896;1715;55;FCLGA1155;Desktop
;Intel Pentium G2120T;2;1613;1493;35;FCLGA1155;Desktop
;Intel Pentium G2130;2;1917;1736;55;FCLGA1155;Desktop
;Intel Pentium G2140;2;2092;1842;55;LGA1155;Desktop
;Intel Pentium G3220;2;1889;1690;54;FCLGA1150;Desktop
;Intel Pentium G3220T;2;1634;1472;35;LGA1150;Desktop
;Intel Pentium G3240;2;1957;1744;53;FCLGA1150;Desktop
;Intel Pentium G3240T;2;1674;1491;35;LGA1150;Desktop
;Intel Pentium G3250;2;2014;1810;53;LGA1150;Desktop
;Intel Pentium G3250T;2;1813;1598;35;LGA1150;Desktop
;Intel Pentium G3258;2;2053;1828;53;FCLGA1150;Desktop
;Intel Pentium G3260;2;2108;1872;53;LGA1150;Desktop
;Intel Pentium G3260T;2;1856;1623;35;LGA1150;Desktop
;Intel Pentium G3320TE;2;1570;1312;35;FCLGA1150;Desktop
;Intel Pentium G3420;2;1999;1778;54;FCLGA1150;Desktop
;Intel Pentium G3420T;2;1912;1570;35;LGA1150;Desktop
;Intel Pentium G3430;2;2127;1912;54;FCLGA1150;Desktop
;Intel Pentium G3440;2;2202;1917;53;LGA1150;Desktop
;Intel Pentium G3440T;2;2107;1615;35;LGA1150;Desktop
;Intel Pentium G3450;2;2182;1900;53;FCLGA1150;Desktop
;Intel Pentium G3450T;2;1904;1501;35;LGA1150;Desktop
;Intel Pentium G3460;2;2233;1989;53;LGA1150;Desktop
;Intel Pentium G3460T;2;2036;1674;35;FCLGA1150;Desktop
;Intel Pentium G3470;2;2428;2089;53;LGA1150;Desktop
;Intel Pentium G4400;2;2555;1979;54;FCLGA1151;Desktop
;Intel Pentium G4400T;2;2337;1762;35;FCLGA1151;Desktop
;Intel Pentium G4400TE;2;2190;1481;35;FCLGA1151;Laptop
;Intel Pentium G4500;2;2798;2152;51;FCLGA1151;Desktop
;Intel Pentium G4500T;2;2399;1865;35;FCLGA1151;Desktop
;Intel Pentium G4520;2;2721;2018;51;FCLGA1151;Desktop
;Intel Pentium G4560;2;3540;2095;54;FCLGA1151;Desktop
;Intel Pentium G4560T;2;2972;1725;35;FCLGA1151;Desktop
;Intel Pentium G4600;2;3609;2151;51;FCLGA1151;Desktop
;Intel Pentium G4600T;2;3062;1775;35;FCLGA1151;Desktop
;Intel Pentium G4620;2;3761;2242;51;FCLGA1151;Desktop
;Intel Pentium G620;2;1224;1178;65;LGA1155;Desktop
;Intel Pentium G620T;2;896;961;35;LGA1155;Desktop
;Intel Pentium G630;2;1352;1244;65;LGA1155;Desktop
;Intel Pentium G630T;2;1032;1042;35;LGA1155;Desktop
;Intel Pentium G640;2;1369;1300;65;LGA1155;Desktop
;Intel Pentium G640T;2;1139;1102;35;LGA1155;Desktop
;Intel Pentium G645;2;1441;1343;65;LGA1155;Desktop
;Intel Pentium G645T;2;1228;1131;35;LGA1155;Desktop
;Intel Pentium G6950;2;1238;1109;73;LGA1156;Desktop
;Intel Pentium G6951;2;1383;1173;73;LGA1156;Desktop
;Intel Pentium G6960;2;1433;1279;73;LGA1156;Desktop
;Intel Pentium G840;2;1311;1280;65;FCLGA1155;Desktop
;Intel Pentium G850;2;1475;1357;65;FCLGA1155;Desktop
;Intel Pentium G860;2;1491;1381;65;FCLGA1155;Desktop
;Intel Pentium G870;2;1546;1453;65;FCLGA1155;Desktop
;Intel Pentium GOLD 6500Y;2;3031;1750;5;Unknown;Mobile/Embedded
;Intel Pentium Gold 7505;2;5194;2255;15;FCBGA1449;Laptop
;Intel Pentium Gold 8500;1;5652;2714;9;FCBGA1781;Mobile/Embedded
;Intel Pentium Gold 8505;1;9220;3249;15;BGA1700;Laptop, Mobile/Embedded
;Intel Pentium Gold G5400;2;3737;2193;54;FCLGA1151-2;Desktop
;Intel Pentium Gold G5400T;2;3179;1818;35;FCLGA1151-2;Server
;Intel Pentium Gold G5420;2;3707;2202;54;FCLGA1151-2;Desktop
;Intel Pentium Gold G5420T;2;3400;1927;35;FCLGA1151-2;Desktop
;Intel Pentium Gold G5500;2;3820;2245;54;FCLGA1151-2;Desktop
;Intel Pentium Gold G5500T;2;3311;1951;35;FCLGA1151-2;Desktop
;Intel Pentium Gold G5600;2;3833;2288;54;FCLGA1151-2;Desktop
;Intel Pentium Gold G5600F;2;4060;2283;54;FCLGA1151-2;Desktop
;Intel Pentium Gold G5600T;2;3496;2000;35;FCLGA1151;Desktop
;Intel Pentium Gold G5620;2;4251;2443;54;FCLGA1151-2;Desktop
;Intel Pentium Gold G6400;2;4116;2460;58;FCLGA1200;Desktop
;Intel Pentium Gold G6400E;2;3908;2384;58;FCLGA1200;Mobile/Embedded
;Intel Pentium Gold G6400T;2;3544;2080;35;FCLGA1200;Desktop
;Intel Pentium Gold G6405;2;3799;2294;58;FCLGA1200;Desktop
;Intel Pentium Gold G6405T;2;3095;1804;35;FCLGA1200;Desktop
;Intel Pentium Gold G6500;2;4163;2501;58;FCLGA1200;Desktop
;Intel Pentium Gold G6500T;2;3874;2238;35;FCLGA1200;Desktop
;Intel Pentium Gold G6505;2;4371;2649;58;FCLGA1200;Desktop
;Intel Pentium Gold G6505T;2;3698;2271;35;FCLGA1200;Desktop
;Intel Pentium Gold G6600;2;4223;2513;58;FCLGA1200;Desktop
;Intel Pentium Gold G6605;2;4488;2608;58;FCLGA1200;Desktop
;Intel Pentium Gold G7400;2;6720;2994;46;LGA1700,BGA1700;Desktop
;Intel Pentium Gold G7400E;2;6134;2875;46;FCLGA1700;Mobile/Embedded
;Intel Pentium Gold G7400T;2;5564;2492;35;Unknown;Desktop
;Intel Pentium III 1400;1;193;272;31.2;Socket 370;Desktop
;Intel Pentium III 1400S;1;194;278;32.2;Socket 370;Desktop
;Intel Pentium III Mobile 1066MHz;1;160;210;NA;Unknown;Laptop
;Intel Pentium III Mobile 1133MHz;1;164;218;NA;Unknown;Laptop
;Intel Pentium III Mobile 1200MHz;1;156;216;NA;Unknown;Laptop
;Intel Pentium III Mobile 800MHz;1;119;155;NA;Unknown;Laptop
;Intel Pentium III Mobile 866MHz;1;99;132;NA;Unknown;Laptop
;Intel Pentium J2850;4;1016;646;10;FCBGA1170;Desktop
;Intel Pentium J2900;4;1246;730;10;FCBGA1170;Desktop
;Intel Pentium J3710;4;1403;696;6.5;FCBGA1170;Desktop
;Intel Pentium J4205;4;2330;901;10;FCBGA1296;Desktop
;Intel Pentium J6426;4;4029;1532;10;FCBGA1493;Mobile/Embedded
;Intel Pentium M 1.10GHz;1;184;218;NA;Unknown;Laptop
;Intel Pentium M 1.20GHz;1;199;262;NA;Unknown;Laptop
;Intel Pentium M 1.30GHz;1;196;250;22; 	H-PBGA479, PPG;Laptop
;Intel Pentium M 1.40GHz;1;225;264;22; 	H-PBGA479, PPG;Laptop
;Intel Pentium M 1.50GHz;1;240;323;24.5; 	H-PBGA479, PPG;Laptop
;Intel Pentium M 1.60GHz;1;194;427;24.5; 	H-PBGA479, PPG;Laptop
;Intel Pentium M 1.70GHz;1;239;318;24.5; 	H-PBGA479, PPG;Laptop
;Intel Pentium M 1.73GHz;1;205;494;27;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 1.80GHz;1;280;389;21;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 1.86GHz;1;222;499;27;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 1000MHz;1;156;222;7;Unknown;Laptop
;Intel Pentium M 1200MHz;1;155;166;12;Unknown;Laptop
;Intel Pentium M 1300MHz;1;197;271;22;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 1400MHz;1;208;282;22;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 1500MHz;1;188;251;24.5;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 1600MHz;1;193;313;24.5;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 1700MHz;1;237;361;24.5;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 2.00GHz;1;270;363;21;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 2.10GHz;1;292;353;21;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 2.13GHz;1;234;472;27;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 2.26GHz;1;227;508;27;H-PBGA479, PPGA4;Laptop
;Intel Pentium M 900MHz;1;141;200;7;Unknown;Laptop
;Intel Pentium N3510;4;878;534;7.5;FCBGA1170;Laptop
;Intel Pentium N3520;4;1141;664;7.5;FCBGA1170;Laptop
;Intel Pentium N3530;4;1182;693;7.5;FCBGA1170;Laptop
;Intel Pentium N3540;4;1202;707;7.5;FCBGA1170;Laptop
;Intel Pentium N3700;4;1255;633;6;FCBGA1170;Laptop
;Intel Pentium N3710;4;1385;687;6;FCBGA1170;Laptop
;Intel Pentium N4200;4;2168;857;6;FCBGA1296;Laptop
;Intel Pentium N6415;4;2816;1242;6.5;FCBGA1493;Mobile/Embedded
;Intel Pentium P6000;2;823;738;35;PGA988;Laptop
;Intel Pentium P6100;2;887;829;35;PGA988;Laptop
;Intel Pentium P6200;2;923;864;35;PGA988;Laptop
;Intel Pentium P6300;2;834;772;35;PGA988;Laptop
;Intel Pentium Silver J5005;4;3129;1211;10;FCBGA1090;Desktop
;Intel Pentium Silver J5040;4;3264;1346;10;FCBGA1090;Desktop
;Intel Pentium Silver N5000;4;2609;1129;6;FCBGA1090;Laptop
;Intel Pentium Silver N5020;4;3404;1307;6;FCBGA1090;Laptop
;Intel Pentium Silver N5030;4;2536;1208;6;FCBGA1090;Laptop
;Intel Pentium Silver N6000;4;2996;1391;6;FCBGA1338;Mobile/Embedded
;Intel Pentium Silver N6005;4;5310;1765;10;FCBGA1338;Laptop, Mobile/Embedded
;Intel Pentium SU2700;1;242;496;10;Unknown;Laptop
;Intel Pentium SU4100;2;501;527;10;BGA956;Laptop
;Intel Pentium T2060;2;330;491;31;PGA478;Laptop
;Intel Pentium T2080;2;341;528;31;PGA478;Laptop
;Intel Pentium T2130;2;382;583;31;PGA478;Laptop
;Intel Pentium T2310;2;538;561;35;PPGA478;Laptop
;Intel Pentium T2330;2;545;562;35;PPGA478;Laptop
;Intel Pentium T2370;2;558;594;35;PPGA478;Laptop
;Intel Pentium T2390;2;568;651;35;PPGA478;Laptop
;Intel Pentium T2410;2;566;712;NA;Unknown;Unknown
;Intel Pentium T3200;2;634;715;35;PPGA478;Laptop
;Intel Pentium T3400;2;664;742;35;PPGA478;Laptop
;Intel Pentium T4200;2;722;781;35;PGA478;Laptop
;Intel Pentium T4300;2;775;819;35;PGA478;Laptop
;Intel Pentium T4400;2;785;842;35;PGA478;Laptop
;Intel Pentium T4500;2;834;898;35;PGA478;Laptop
;Intel Pentium U5400;2;552;501;18;BGA1288;Laptop
;Intel Pentium U5600;2;624;588;18;BGA1288;Laptop
;Intel T1400;2;548;648;NA;Unknown;Unknown
;Intel T1500;2;548;661;NA;Unknown;Unknown
;Intel T2050;2;516;611;31;PPGA478;Unknown
;Intel U300;1;8335;3034;15;FCBGA1744;Laptop
;Intel U300E;1;8581;3411;15;FCBGA1744;Mobile/Embedded
;Intel U4100;2;610;554;NA;Unknown;Unknown
;Intel Ultra 5 115U;2;12736;3199;15;FCBGA2049;Mobile/Embedded
;Intel Xeon 2.00GHz;1;152;259;NA;Unknown;Server
;Intel XEON 2.20GHz;1;164;351;NA;Unknown;Server
;Intel Xeon 2.40GHz;1;180;387;NA;Unknown;Server
;Intel Xeon 2.80GHz;1;260;384;103;PPGA604;Server
;Intel Xeon 3.00GHz;1;425;607;103;PPGA604;Server
;Intel Xeon 3.20GHz;1;478;696;103;PPGA604;Server
;Intel Xeon 3.40GHz;1;375;519;103;PPGA604;Server
;Intel Xeon 3.60GHz;1;403;643;110;PPGA604;Server
;Intel Xeon 3.73GHz;2;929;753;NA;Unknown;Server
;Intel Xeon 3.80GHz;1;393;594;110;PPGA604;Server
;Intel Xeon 3040;2;790;621;65;LGA775;Server
;Intel Xeon 3050;2;818;711;65;LGA775;Server
;Intel Xeon 3060;2;983;957;65;LGA775;Server
;Intel Xeon 3065;2;867;836;65;LGA775;Server
;Intel Xeon 3070;2;1025;1024;65;LGA775;Server
;Intel Xeon 3075;2;1112;1082;NA;Unknown;Server
;Intel Xeon 3085;2;1070;1124;65;LGA775;Server
;Intel Xeon 5110;2;405;423;65;LGA771;Server
;Intel Xeon 5120;2;763;748;65;LGA771;Server
;Intel Xeon 5130;2;795;796;65;LGA771;Server
;Intel Xeon 5133;2;887;838;40;LGA771;Server
;Intel Xeon 5140;2;857;870;65;LGA771;Server
;Intel Xeon 5148;2;912;868;40;LGA771;Server
;Intel Xeon 5150;2;880;994;65;LGA771;Server
;Intel Xeon 5160;2;963;1134;80;LGA771;Server
;Intel Xeon 6325P;4;16013;4270;55;FCLGA1700;Server
;Intel Xeon 6353P;8;27662;4200;65;FCLGA1700;Server
;Intel Xeon 6369P;8;29680;4322;95;FCLGA1700;Server
;Intel Xeon 6517P;16;49572;3481;190;FCLGA4710;Server
;Intel Xeon 6521P;24;57970;2829;225;FCLGA4710;Server
;Intel Xeon 6740E;96;76167;1997;250;FCLGA4710;Server
;Intel Xeon 6741P;48;100660;3195;300;FCLGA4710;Server
;Intel Xeon;6;7363;939;NA;Unknown;Unknown
;Intel Xeon;1;1324;1383;61;PPGA603;Server
;Intel Xeon Bronze 3104;6;4392;1012;85;FCLGA3647;Server
;Intel Xeon Bronze 3106;8;5789;1012;85;FCLGA3647;Server
;Intel Xeon Bronze 3204;6;4778;1115;85;FCLGA3647;Server
;Intel Xeon Bronze 3408U;8;9969;1516;125;FCLGA4677;Server
;Intel Xeon Bronze 3508U;8;11224;1663;125;FCLGA4677;Server
;Intel Xeon D-1518;4;4562;1370;35;FCBGA1667;Server
;Intel Xeon D-1520;4;4917;1270;45;BGA 1667;Server
;Intel Xeon D-1521;4;5699;1655;45;FCBGA1667;Server
;Intel Xeon D-1527;4;5213;1552;35;FCBGA1667;Server
;Intel Xeon D-1528;6;6823;1487;35;FCBGA1667;Laptop, Server
;Intel Xeon D-1531;6;7592;1482;45;FCBGA1667;Server
;Intel Xeon D-1537;8;7444;1225;35;FCBGA1667;Server
;Intel Xeon D-1539;8;7572;1281;35;FCBGA1667;Server
;Intel Xeon D-1540;8;10037;1621;45;FCBGA1667;Server
;Intel Xeon D-1541;8;10024;1703;45;FCBGA1667;Server
;Intel Xeon D-1548;8;9075;1647;45;FCBGA1667;Server
;Intel Xeon D-1557;12;9285;1090;45;FCBGA1667;Server
;Intel Xeon D-1559;12;8015;1033;45;FCBGA1667;Server
;Intel Xeon D-1567;12;10447;1156;65;FCBGA1667;Server
;Intel Xeon D-1577;16;11645;1319;45;FCBGA1667;Server
;Intel Xeon D-1581;16;13173;1488;65;FCBGA1667;Server
;Intel Xeon D-1587;16;13352;1375;65;FCBGA1667;Server
;Intel Xeon D-1602;2;2459;1435;27;FCBGA1667;Server
;Intel Xeon D-1622;4;6205;1875;40;FCBGA1667;Server
;Intel Xeon D-1715TER;4;9104;2269;50;FCBGA2227;Server
;Intel Xeon D-1718T;4;9674;2338;46;FCBGA2227;Server
;Intel Xeon D-1726;6;15511;2477;70;FCBGA2227;Server
;Intel Xeon D-1732TE;8;14254;2015;52;FCBGA2227;Server
;Intel Xeon D-1733NT;8;14849;2198;53;FCBGA2227;Server
;Intel Xeon D-1736NT;8;17826;2392;67;FCBGA2227;Server
;Intel Xeon D-1746TER;10;15660;1785;67;FCBGA2227;Server
;Intel Xeon D-1747NTE;10;20279;2208;80;FCBGA2227;Server
;Intel Xeon D-1813NT;4;7732;1676;42;FCBGA2227;Server
;Intel Xeon D-1823NT;6;13673;2429;55;FCBGA2227;Server
;Intel Xeon D-2123IT;4;6697;1725;60;FCBGA2518;Server
;Intel Xeon D-2141I;8;12117;1713;65;FCBGA2518;Server
;Intel Xeon D-2143IT;8;12207;1558;65;FCBGA2518;Server
;Intel Xeon D-2146NT;8;11736;1802;80;FCBGA2518;Server
;Intel Xeon D-2166NT;12;15105;1751;85;FCBGA2518;Server
;Intel Xeon D-2183IT;16;19377;1719;100;FCBGA2518;Server
;Intel Xeon D-2187NT;16;18070;1425;110;FCBGA2518;Server
;Intel Xeon D-2712T;4;7990;1956;65;FCBGA2579;Server
;Intel Xeon D-2733NT;8;16206;2257;80;FCBGA2579;Server
;Intel Xeon D-2752TER;12;19102;1990;77;FCBGA2579;Server
;Intel Xeon D-2753NT;12;20626;2082;87;FCBGA2579;Server
;Intel Xeon D-2766NT;14;24013;1930;97;FCBGA2579;Server
;Intel Xeon D-2775TE;16;27299;2203;100;FCBGA2579;Unknown
;Intel Xeon D-2795NT;20;28463;2192;110;FCBGA2579;Server
;Intel Xeon D-2796TE;20;26342;2172;118;FCBGA2579;Server
;Intel Xeon D-2799;20;33792;2404;129;FCBGA2579;Server
;Intel Xeon E E-2414;4;11929;3563;55;FCLGA1700;Server
;Intel Xeon E E-2434;4;15133;3800;55;FCLGA1700;Server
;Intel Xeon E E-2486;6;23605;3897;95;FCLGA1700;Server
;Intel Xeon E-2104G;4;5877;1945;65;FCLGA1151-2;Server
;Intel Xeon E-2124;4;6908;2507;71;FCLGA1151-2;Server
;Intel Xeon E-2124G;4;7293;2662;71;FCLGA1151-2;Server
;Intel Xeon E-2126G;6;10370;2605;80;FCLGA1151-2;Server
;Intel Xeon E-2134;4;9319;2653;71;FCLGA1151-2;Server
;Intel Xeon E-2136;6;13391;2650;80;FCLGA1151-2;Server
;Intel Xeon E-2144G;4;9373;2634;71;FCLGA1151-2;Server
;Intel Xeon E-2146G;6;13229;2660;80;FCLGA1151-2;Server
;Intel Xeon E-2174G;4;9628;2659;71;FCLGA1151-2;Server
;Intel Xeon E-2176G;6;13575;2706;80;FCLGA1151-2;Server
;Intel Xeon E-2176M;6;10910;2452;45;FCBGA1440;Laptop
;Intel Xeon E-2186G;6;13785;2741;95;FCLGA1151-2;Server
;Intel Xeon E-2186M;6;11379;2549;45;FCBGA1440;Laptop
;Intel Xeon E-2224;4;7254;2564;71;FCLGA1151-2;Server
;Intel Xeon E-2224G;4;7603;2724;71;FCLGA1151-2;Server
;Intel Xeon E-2226G;6;11126;2814;80;FCLGA1151-2;Server
;Intel Xeon E-2234;4;9473;2794;71;FCLGA1151-2;Server
;Intel Xeon E-2236;6;13938;2795;80;FCLGA1151-2;Server
;Intel Xeon E-2244G;4;9666;2701;71;FCLGA1151-2;Server
;Intel Xeon E-2246G;6;13806;2770;80;FCLGA1151-2;Server
;Intel Xeon E-2254ML;4;6333;2029;25;FCBGA1440;Server
;Intel Xeon E-2274G;4;9764;2821;83;FCLGA1151-2;Server
;Intel Xeon E-2276G;6;14126;2880;80;FCLGA1151-2;Server
;Intel Xeon E-2276M;6;11726;2593;45;FCBGA1440;Laptop
;Intel Xeon E-2276ME;6;8167;1604;45;FCBGA1440;Server, Mobile/Embedded
;Intel Xeon E-2276ML;6;6353;1222;25;FCBGA1440;Server
;Intel Xeon E-2278G;8;16964;2896;80;FCLGA1151-2;Server
;Intel Xeon E-2278GE;8;15790;2599;80;FCLGA1151-2;Server
;Intel Xeon E-2278GEL;8;12024;2428;35;FCLGA1151-2;Server
;Intel Xeon E-2286G;6;13953;2834;95;FCLGA1151-2;Server
;Intel Xeon E-2286M;8;15247;2735;45;FCBGA1440;Laptop
;Intel Xeon E-2288G;8;17416;2889;95;FCLGA1151-2;Server
;Intel Xeon E-2314;4;7754;2575;65;FCLGA1200;Server
;Intel Xeon E-2324G;4;10198;3046;65;FCLGA1200;Server
;Intel Xeon E-2334;4;12674;3203;65;FCLGA1200;Server
;Intel Xeon E-2336;6;16375;3094;65;FCLGA1200;Server
;Intel Xeon E-2356G;6;18568;3321;80;FCLGA1200;Server
;Intel Xeon E-2374G;4;13726;3398;80;FCLGA1200;Server
;Intel Xeon E-2378;8;17472;3263;65;FCLGA1200;Server
;Intel Xeon E-2378G;8;21153;3352;80;FCLGA1200;Server
;Intel Xeon E-2386G;6;19658;3408;95;FCLGA1200;Server
;Intel Xeon E-2388G;8;23537;3434;95;FCLGA1200;Server
;Intel Xeon E-2436;6;21691;3572;65;FCLGA1700;Server
;Intel Xeon E-2456;6;20507;3552;80;FCLGA1700;Server
;Intel Xeon E-2468;8;26224;3956;65;FCLGA1700;Server
;Intel Xeon E-2478;8;27326;3692;80;FCLGA1700;Server
;Intel Xeon E-2488;8;32232;4393;95;FCLGA1700;Server
;Intel Xeon E3-1205 v6;4;5682;1875;65;FCLGA1151;Server
;Intel Xeon E3-1220;4;3905;1542;80;LGA1155;Server
;Intel Xeon E3-1220 V2;4;4679;1871;69;LGA1155;Server
;Intel Xeon E3-1220 v3;4;5170;1947;80;LGA1150;Server
;Intel Xeon E3-1220 v5;4;5778;2066;80;FCLGA1151;Server
;Intel Xeon E3-1220 v6;4;5593;1930;72;FCLGA1151;Server
;Intel Xeon E3-1220L;2;2295;1604;20;LGA1155;Server
;Intel Xeon E3-1220L V2;2;2397;1570;17;LGA1155;Server
;Intel Xeon E3-1220L v3;2;1407;777;13;LGA1150;Server
;Intel Xeon E3-1225;4;3912;1582;95;LGA1155;Server
;Intel Xeon E3-1225 V2;4;4733;1933;77;LGA1155;Server
;Intel Xeon E3-1225 v3;4;5325;2012;84;LGA1150;Server
;Intel Xeon E3-1225 v5;4;5935;2094;80;FCLGA1151;Server
;Intel Xeon E3-1225 v6;4;5590;2066;73;FCLGA1151;Server
;Intel Xeon E3-1226 v3;4;5528;2102;84;FCLGA1150;Server
;Intel Xeon E3-1230;4;5131;1663;80;LGA1155;Server
;Intel Xeon E3-1230 V2;4;6193;1982;69;LGA1155;Server
;Intel Xeon E3-1230 v3;4;6832;2081;80;LGA1150;Server
;Intel Xeon E3-1230 v5;4;7984;2204;80;FCLGA1151;Server
;Intel Xeon E3-1230 v6;4;8138;2196;72;FCLGA1151;Server
;Intel Xeon E3-1230L v3;4;5282;1625;25;LGA1150;Server
;Intel Xeon E3-1231 v3;4;7042;2147;80;FCLGA1150;Server
;Intel Xeon E3-1235;4;5112;1609;95;LGA1155;Server
;Intel Xeon E3-1235L v5;4;5013;1761;25;FCLGA1151;Server
;Intel Xeon E3-1240;4;5414;1722;80;LGA1155;Server
;Intel Xeon E3-1240 V2;4;6375;2038;69;LGA1155;Server
;Intel Xeon E3-1240 v3;4;7010;2142;80;LGA1150;Server
;Intel Xeon E3-1240 v5;4;8259;2281;80;FCLGA1151;Server
;Intel Xeon E3-1240 v6;4;8707;2378;72;FCLGA1151;Server
;Intel Xeon E3-1240L v3;4;5651;1745;25;FCLGA1150;Server
;Intel Xeon E3-1240L v5;4;6547;1907;25;FCLGA1151;Server
;Intel Xeon E3-1241 v3;4;7154;2179;80;LGA1150;Server
;Intel Xeon E3-1245;4;5351;1714;95;LGA1155;Server
;Intel Xeon E3-1245 V2;4;6352;2033;77;LGA1155;Server
;Intel Xeon E3-1245 v3;4;7057;2152;84;LGA1150;Server
;Intel Xeon E3-1245 v5;4;8062;2241;80;FCLGA1151;Server
;Intel Xeon E3-1245 v6;4;8774;2407;73;FCLGA1151;Server
